symbol,name,security_type,currency,sector,low_52_week,high_52_week,yield,avg_volume,company_ceo,company_debt,company_earnings_growth,company_gross_profit_margin,description,eps,inception_year,industry_name,market_cap,number_of_employees,pe_ratio,total_assets,primary_exchange,amount
NORR,Norrland Gold Corp,EQUITY,CAD,,0.115,0.39,0.0,7289.4737,Anders West,0.0,0.0,0.0,"Norrland Gold Corp. operates as a precious metals exploration company that is focused on gold discovery in mineral-rich Sweden. The company is headquartered in Vancouver, Canada.",-0.0331,0.0,Financial Conglomerates,1.6695,0.0,0.0,1.6371,TSX-V,0.1300
NOT,Noront Resources Ltd.,EQUITY,CAD,,0.225,1.11,0.0,383147.6842,Alan Coutts,46.6657,-818.9873,0.0,"Noront Resources Ltd. engages in the development, exploration, and acquisition mineral properties. The firm focuses on the nickel, copper, platinum group elements (PGEs), chromite, iron, titanium, vanadium, gold, and silver properties. Its project portfolio includes Eagle’s Nest Ni-Cu-PGE Mine, Blackbird Chromite Deposit, Black Thor and Black Label Chromite Deposits. Big Daddy Chromite Deposit, and Ferrochrome Production Facility. The company was founded by Richard E. Nemis on November 14, 1980 and is headquartered in Toronto, Canada.",-0.1452,1980.0,Other Metals Or Minerals,604.8227,0.0,0.0,34.0991,TSX-V,1.0800
NOU,Nouveau Monde Graphite Inc,EQUITY,CAD,,6.36,22.3,0.0,45011.1579,Éric Desaulniers,19.033,-256.0483,0.0,"Nouveau Monde Graphite, Inc. engages in the development of fully-integrated source of green battery anode material. It operates through the Acquisition, Exploration, and Evaluation of Mining Properties; and Transformation of Value-Added Graphite Products segments. The firm focuses on the operations of Matawine Graphite Mine and Advanced Materials Plant. Its solutions include research and development, mine and concentrator, value-added materials, multimodal logistics, and growth markets. The company was founded by Eric Desaulniers on December 31, 2012 and is headquartered in Saint-Michel-des-Saints, Canada.",-1.1803,2012.0,Other Metals Or Minerals,466.0526,0.0,0.0,134.097,TSX-V,8.4900
NOVA,Nova Mentis Life Science Corp,EQUITY,CAD,,0.045,0.18,0.0,275923.9474,William Rascan,0.0,-14.5185,-4871.4836,"Nova Mentis Life Science Corp. is a biotechnology company, which engages in building and supporting a diversified portfolio of cannabis-sector businesses. It provides funding, management, HR resources, and marketing expertise to the companies. The firm also forms relationships with organizations engaged in research and development of cannabis uses and products. The company was founded on October 27, 2004 and is headquartered in Vancouver, Canada.",-0.2319,2004.0,Pharmaceuticals Other,10.5928,0.0,0.0,3.3881,CSE,0.0950
NOVB.F,First Trust Cboe Vest U.S. Equity Buffer ETF - November Hedged,EQUITY,CAD,,33.47,36.39,0.0,3362.3684,0,0.0,0.0,0.0,"First Trust Cboe Vest U.S. Equity Buffer ETF - November seeks to provide the holders of Units with returns (before fees, expenses and taxes) that match the price return of the SPDR S&P 500 ETF Trust (the Underlying ETF) up to a 12.10% cap.",0.0,0.0,Investment Trusts Or Mutual Funds,30.348,0.0,0.0,0.0,TSX,33.5800
NOVC,Nova Cannabis Inc,EQUITY,CAD,,2.23,4.42,0.0,13951.7895,"Darren Karasiuk, MBA",51.887,24.1423,-10.8581,"Nova Cannabis, Inc. is a national cannabis retail company. The firm brands include Nova Cannabis, Value Buds, YSS, and Sweet Tree. The company was founded on September 8, 1987 and is headquartered in Edmonton, Canada.",-0.8314,1987.0,Specialty Stores,162.7148,0.0,0.0,124.022,TSX,2.8500
NOVR,Nova Royalty Corp.,EQUITY,CAD,,2.55,4.46,0.0,58935.0526,"Alex Tsukernik, CFA, MBA",4.7641,0.0,0.0,"Nova Royalty Corp. engages in the acquisition of copper and nickel metal mining properties. Its project portfolio includes Taca Taca, NuevaUnion, Dumont, Vizcachitas, and Twin Metals. The company was founded by Alex Tsukernik on July 20, 2018 and is headquartered in Vancouver, Canada.",-0.0796,2018.0,Alternative Power Generation,263.2797,6.0,0.0,86.9599,TSX-V,3.2100
NOW,NowVertical Group Inc,EQUITY,CAD,,0.77,1.43,0.0,69551.9474,Daren Trousdell,0.0,-143.7561,0.0,"Nowvertical Group, Inc. is a capital pool company. It intends to identify and evaluate assets or businesses with a view to completing a qualifying transaction. The company was founded on February 28, 2018 and is headquartered in Toronto, Canada.",-0.2479,2018.0,Packaged Software,0.4058,0.0,0.0,0.1555,TSX-V,0.8300
NPI,Northland Power Inc.,EQUITY,CAD,,34.95,47.32,0.0291,652475.7368,Mike Crawley,7785.021,-53.2226,62.6649,"Northland Power, Inc. engages in the development, building, owning, and managing wind facilities. It operates through the following segments: Offshore Wind, Efficient Natural Gas, Onshore Renewable, Utility, and Other. The Offshore Wind segment comprises Gemini, Nordsee One, and Deutsche Bucht projects. The Onshore Renewables segment consists of Solar, Grand Bend, Jardin, Mont Louis, Cochrane, McLeans, and La Lucha projects. The Efficient Natural Gas consists of North Battleford, Iroquois Falls, Kirkland Lake, Kingston, Thorold, and Spy Hill projects. The Utility segment consists of Empresa de Energía de Boyacá S.A E.S.P(EBSA) project. The Other segment includes investment income and administration activities. The company was founded by James C. Temerty in 1987 and is headquartered in Toronto, Canada.",0.8339,1987.0,Alternative Power Generation,9363.4828,1186.0,49.41,12877.331,TSX,41.2000
NPR,North Peak Resources Ltd.,EQUITY,CAD,,0.36,5.85,0.0,86692.1053,Brian D. Hinchcliffe,0.0,56.3362,0.0,"North Peak Resources Ltd. is a mining company. It engages in the exploration and development of prospective mineral properties in Canada. The company was founded by Guy Halford-Thompson and Hugh Halford-Thompson on March 28, 2011 and is headquartered in Toronto, Canada.",-0.0665,2011.0,Precious Metals,97.3677,0.0,0.0,6.983,TSX-V,4.8600
NPRA,Nepra Foods Inc,EQUITY,CAD,,0.45,0.93,0.0,29477.4211,David Wood,3.4291,0.0,-6.2481,"Nepra Foods, Inc. is a holding company, which engages as a vertically integrated healthy plant based food and ingredient business. Its products include plant-based meat and dairy alternatives to snacks and baked goods. The company was founded by Marc Olmstead and Paul Feldman on August 15, 2019 and is headquartered in Centennial, CO.",0.0,0.0,Food Retail,16.5368,0.0,0.0,9.8418,CSE,0.4650
NPRF,NBI Active Canadian Preferred Shares ETF,EQUITY,CAD,,22.84,25.67,0.0388,6430.6842,0,0.0,0.0,0.0,The NBI Sustainable Canadian Bond ETFs investment objective is to provide a high level of current income and sustained capital  growth while focusing on debt instruments designed to raise funds for projects or businesses that have a positive environmental  or social impact,0.0,0.0,Investment Trusts Or Mutual Funds,171.432,0.0,0.0,0.0,TSX,23.8100
NPTH,NeuPath Health Inc,EQUITY,CAD,,0.36,0.77,0.0,32000.3684,"Grant Connelly, MBA",13.009,93.2975,15.1556,"NeuPath Health, Inc. operates as a healthcare services company that provides chronic pain management services. It operates its clinics through two brands: CPM (Centres for Pain Management) and InMedic Creative Medicine. The firm's pain clinics offers a comprehensive chronic pain assessment and multi-modal treatment plan to help patients manage their chronic pain and optimize their quality of life. The company was founded on May 10, 2017 and is headquartered in Mississauga, Canada.",-0.0735,2017.0,Financial Conglomerates,27.9105,0.0,0.0,52.264,TSX-V,0.6000
NREA,NBI Global Real Assets Income ETF,EQUITY,CAD,,18.53,20.67,0.0458,1058.9474,0,0.0,0.0,0.0,The NBI Global Real Assets Income ETF's investment objective is to provide income and long-term capital growth while focusing on hedging against inflation.,0.0,0.0,Investment Trusts Or Mutual Funds,56.2176,0.0,0.0,0.0,TSX,19.7500
NRGI,Ninepoint Energy Income Fund,EQUITY,CAD,Newly listed,19.0,26.5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,19.3800
NRM,Noram Lithium Corp,EQUITY,CAD,,0.435,1.05,0.0,107456.3158,Sandy J. MacDougall,0.0065,-692.4658,0.0,"Noram Lithium Corp. is an exploration stage company engaged in the acquisition, exploration and development of resource properties. Its projects include Clayton Valley and Hector Lode Lithium. The company was founded by David William Rees on June 15, 2010 and is headquartered in Vancouver, Canada.",-0.1157,2010.0,Other Metals Or Minerals,55.865,0.0,0.0,6.4186,TSX-V,0.7500
NSAV,Ninepoint High Interest Savings Fund ETF,EQUITY,CAD,,50.01,50.07,0.0056,1712.65,0,0.0,0.0,0.0,"The objective of this Fund is to maximize yield on cash balances, while providing easy access to investments with daily liquidity. The Fund invests in high interest savings accounts offered at Schedule 1 Canadian Banks.",0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,50.0600
NSC,Nevada Silver Corporation,EQUITY,CAD,,0.22,0.6,0.0,97955.3684,Gary Leon Lewis,0.2758,-210.0,0.0,"Nevada Silver Corp. is a mineral exploration company that holds material asset owned Corcoran Canyon Silver Project in Nevada. It also holds a manganese project in Minnesota, USA. The company was founded March 1, 2018 and is headquartered in Toronto, Canada.",-0.0713,2018.0,Precious Metals,19.1235,0.0,0.0,7.4767,TSX-V,0.2900
NSCB,NBI Sustainable Canadian Bond ETF,EQUITY,CAD,,23.22,25.11,0.0204,1182.3158,0,0.0,0.0,0.0,This ETF's investment objective is to provide a high level of current income and sustained capital growth while focusing on debt instruments designed to  raise funds for projects or businesses that have a positive environmental or social impact.,0.0,0.0,Investment Trusts Or Mutual Funds,55.8,0.0,0.0,0.0,TSX,23.2200
NSCC,NBI Sustainable Canadian Corporate Bond ETF,EQUITY,CAD,,22.7,24.82,0.0276,2586.5789,0,0.0,0.0,0.0,"The NBI Sustainable Canadian Corporate Bond ETFs investment objective is to provide a sustained level of current income and capital growth, with an emphasis on bonds issued by Canadian corporations with a carbon intensity substantially lower than that of the estimated carbon intensity of the NBI Sustainable Canadian CorporateBond ETFs benchmark,",0.0,0.0,Investment Trusts Or Mutual Funds,158.5158,0.0,0.0,0.0,TSX,22.7800
NSCE,NBI Sustainable Canadian Equity ETF,EQUITY,CAD,,29.2,33.8,0.0104,168.5263,0,0.0,0.0,0.0,"The NBI Sustainable Canadian Equity ETFs investment objective is to provide long-term capital growth while following a sustainable approach to investing. It invests, directly or through investments in securities of other mutual funds, in a portfolio comprised primarily of equity securities of Canadian companies.",0.0,0.0,Investment Trusts Or Mutual Funds,387.208,0.0,0.0,0.0,TSX,33.0600
NSCI,Nanalysis Scientific Corp.,EQUITY,CAD,"Manufacturing, Healthcare, Engineering, Technology",0.46,1.76,0.0,137574.5789,Sean Krakiwsky,5.209,11.3695,53.7299,"Nanalysis Scientific Corp. is a capital pool company, which engages in the development and manufacture of portable nuclear magnetic resonance (NMR) spectrometers for the laboratory instrumentation market. It focuses on NMReady-60 product which is used for all types of industrial applications such as oil and gas, chemical, pharma, biotech, food science, and atomic agencies. The company was founded by Sean Krakiwsky in 2009 and is headquartered in Calgary, Canada.",-0.0343,2009.0,Medical Specialties,94.2446,0.0,0.0,35.667,TSX-V,1.2300
NSE,New Stratus Energy Inc,EQUITY,CAD,,0.19,0.79,0.0,139895.7368,José Francisco Arata,0.0,-147.2477,0.0,"New Stratus Energy, Inc. is a uranium exploration and development company, which engages in the identification, evaluation, and acquisition of mineral and oil and gas properties. Its principal assets are mineral properties located in Saskatchewan and oil and gas properties located in British Columbia. The company was founded on April 12, 2005 and is headquartered in Calgary, Canada.",-0.0539,2005.0,Other Metals Or Minerals,55.1628,0.0,0.0,7.9025,TSX-V,0.5900
NSG,Northstar Gold Corp,EQUITY,CAD,,0.16,0.445,0.0,24160.7368,Brian Philip Fowler,0.0,27.6775,0.0,"Northstar Gold Corp. is an early stage natural resource company, which is engaged in the acquisition, exploration and development of mineral properties. The company is to conduct an exploration program on its flagship Miller Gold Property. Its projects include: Bryce and Tudhope Township. Northstar Gold was founded on May 20, 2008 and is headquartered in New Liskeard, Canada.",-0.0601,2008.0,Precious Metals,9.6301,0.0,0.0,6.5866,CSE,0.1700
NSGE,NBI Sustainable Global Equity ETF,EQUITY,CAD,,33.65,42.28,0.0022,585.8421,0,0.0,0.0,0.0,The NBI Sustainable Global Equity ETFs investment objective is to  provide long-term capital growth while following a sustainable  approach to investing,0.0,0.0,Investment Trusts Or Mutual Funds,376.208,0.0,0.0,0.0,TSX,33.6500
NSHS,Nanosphere Health Sciences Inc,EQUITY,CAD,,0.13,1.0,0.0,4122.0,Toby Lim,0.0,62.8605,-2367.5239,"NanoSphere Health Sciences, Inc. is a biotechnology company. The firm engages in the development and commercialization of a non-invasive and user-friendly delivery of biological agents. It uses nanotechnology in the biodelivery of supplements, nutraceuticals, and over-the-counter medications for the cannabis, pharmaceutical, and animal health industries. The company was founded by Robert E. Sutton and Richard C. Kaufman on April 20, 2005 and is headquartered in Vancouver, Canada.",-0.1597,2005.0,Biotechnology,0.7043,0.0,0.0,0.1912,CSE,0.1300
NSJ,NSJ Gold Corp,EQUITY,CAD,,0.06,0.36,0.0,11578.9474,0,0.0,0.0,0.0,0,0.0,0.0,Precious Metals,0.0,0.0,0.0,0.0,CSE,0.0850
NSP,Naturally Splendid Enterprises Limited,EQUITY,CAD,,0.02,0.075,0.0,477901.2632,J. Craig Goodwin,1.5558,59.3679,-8.745,"Naturally Splendid Enterprises Ltd. is a biotechnology and consumer products company. It engages in the development, production, commercialization, and licensing of an entirely new generation of plant-derived, bioactive ingredients, nutrient dense foods, and related products. It operates through the following brands: NATERA, CHII, ELEVATE ME, Timers Nutrition, Woods, and PawsitiveFX. The company was founded by Bryan Carson and J. Craig Goodwin on December 21, 2010 and is headquartered in Pitt Meadows, Canada.",-0.018,2010.0,Food Specialty Or Candy,8.2656,0.0,0.0,3.1571,TSX-V,0.0250
NSR,Nomad Royalty Company Ltd,EQUITY,CAD,,7.34,12.0,0.0232,55084.8421,Vincent Metcalfe,86.8416,-107.395,15.9422,"Nomad Royalty Co. Ltd. is a gold and silver royalty company. It purchases rights to a certain percentage of the gold or silver produced from a mine, generally for the life of the mine. The firm owns a portfolio of royalty, stream, and gold loan assets. The company was founded by Vincent Metcalfe, Joseph de la Plante and Elif Levesque in 2020 and is headquartered in Montreal, CA.",-0.0375,2020.0,Precious Metals,530.3739,0.0,0.0,474.9608,TSX,8.6300
NSSB,NBI Sustainable Canadian Short Term Bond ETF,EQUITY,CAD,,9.88,10.13,0.0,2905.4167,0,0.0,0.0,0.0,"NSSB is an actively managed portfolio of investment grade, short-term Canadian corporate bonds screened for positive environmental, social, and sustainable criteria.",0.0,0.0,Investment Trusts Or Mutual Funds,36.63,0.0,0.0,0.0,TSX,9.8800
NTAR,NexTech AR Solutions Corp,EQUITY,CAD,,1.07,5.05,0.0,37738.05,Evan Gappelberg,1.1491,0.0,0.0,"NexTech AR Solutions Corp. develops and operates augmented reality advertising platform. The company products and services include ARitize Ecomm Solution, ARitize Retail Showroom, ARitize App, ARitize University, and ARitize Live Casting. The company was founded on January 12, 2018 and is headquartered in Vancouver, Canada.",-0.3825,2018.0,Packaged Software,91.584,0.0,0.0,32.4856,AEQUITAS NEO EXCHANGE,1.1300
NTE,Network Media Group Inc.,EQUITY,CAD,,0.11,0.46,0.0,76878.3158,Derik A. Murray,2.4745,-135.9343,0.0,"Network Media Group, Inc. engages in the development, production, distribution and exploitation of film and entertainment properties. It also provides production services to third parties. The company was founded by Derik A. Murray on July 12, 2010 and is headquartered in Vancouver, Canada.",-0.0175,2010.0,Broadcasting,13.311,0.0,0.0,14.8609,TSX-V,0.1500
NTR,Nutrien Ltd,EQUITY,CAD,,66.05,130.46,0.0179,1471438.1053,"Kenneth A. Seitz, MBA",13700.1249,512.6406,24.4328,"Nutrien Ltd. is a crop nutrient company, which engages in the production and distribution of products for agricultural, industrial, and feed customer. It operates through the following segments: Retail, Potash, Nitrogen, and Phosphate. The Retail segment distributes crop nutrients, crop protection products, seed, and merchandise. The Potash, Nitrogen, and Phosphate segments produces differentiated chemical nutrient contained in each products. The company is headquartered in Calgary, Canada.",6.9161,1975.0,Chemicals Agricultural,71239.3737,23500.0,18.68,63099.3951,TSX,129.2200
NUAG,New Pacific Metals Corp.,EQUITY,CAD,,3.08,7.64,0.0,81715.5789,"Rui Feng, PhD",0.0,192.3345,0.0,"New Pacific Metals Corp. engages in the exploration and development of mineral properties in Bolivia. Its projects includes Silver Sand, Silverstrike, and Carangas. The company was founded on April 19, 1972 and is headquartered in Vancouver, Canada.",0.0265,1972.0,Precious Metals,724.2608,61.0,175.47,158.6123,TSX,4.6500
NUBF,NBI Unconstrained Fixed Income ETF,EQUITY,CAD,,24.02,26.52,0.0451,3037.7895,0,0.0,0.0,0.0,"The investment objective is to maximize total return, consistent with preservation of capital. The NBI ETF invests, directly or indirectly through investments in securities of one or many other mutual funds or through the use of derivatives.",0.0,0.0,Investment Trusts Or Mutual Funds,2334.213,0.0,0.0,0.0,TSX,24.2100
NUMI,Numinus Wellness Inc.,EQUITY,CAD,,0.465,1.25,0.0,345242.7368,Payton Nyquvest,7.7464,-10.1964,-36.8934,"Numinus Wellness, Inc engages in the development of psychedelic-centered therapeutic products and services. It operates through the following segments: Numinus Bioscience, Numinus Health, Mindspace, and Corporate. The Numinus Bioscience segment extracts natural Psilocybe and other psychoactive fungi species, and develops proprietary processes and products. The Numinus Health segment offers the therapeutic use of psychedelics in accordance with regulatory approvals to deliver additional health and wellness solutions to the market. The Mindspace segment provides clinic services with a focus evidence-based approaches to mental health, which delivers health and wellness solutions to the Quebec market. The company was founded by Payton Nyquvest and Stacey Wallin in June 26, 1962 and is headquartered in Vancouver, Canada.",-0.1178,1962.0,Medical Or Nursing Services,95.1021,0.0,0.0,65.7478,TSX,0.4900
NUR,Nuran Wireless Inc,EQUITY,CAD,,0.96,2.81,0.0,109882.6842,Francis Létourneau,0.4301,-173.7938,28.741,"NuRAN Wireless, Inc. engages in the provision of mobile and broadband wireless infrastructure solutions. The firm focuses on the research, development, manufacture, and marketing of digital electronic circuits and wireless telecommunication products. It offers specialized systems for indoor coverage; rural connectivity in emerging markets; connectivity to offshore platforms and ships; and private mobile networks and custom solutions for specific markets such as Internet of Things (IoT), public safety, emergency, and crisis communications. Its products include GMS LiteCell, OC-2G, Litecell-XG, and Nexus. The company was founded by Patrice Rainville on September 23, 2014 and is headquartered in Lévis, Canada.",-0.5391,2014.0,Electronics Distributors,39.3333,0.0,0.0,17.608,CSE,1.2400
NUSA,NBI Active U.S. Equity ETF,EQUITY,CAD,,24.2902,32.8,0.0038,73.3158,0,0.0,0.0,0.0,"This ETFs investment objective is to provide long-term capital growth. It invests, directly or indirectly through investments in securities of other mutual funds, in a portfolio comprised primarily of commun shares of U.S. companies.",0.0,0.0,Investment Trusts Or Mutual Funds,1.6902,0.0,0.0,0.0,TSX,28.4300
NVA,Nuvista Energy Ltd.,EQUITY,CAD,,2.0,11.92,0.0,1085804.6316,Jonathan A. Wright,541.263,232.8487,19.7903,"NuVista Energy Ltd. is a condensate and natural gas company, which engages in the exploration, development, and production of oil and natural gas reserves. The firm focuses on the scalable and repeatable condensate-rich Montney formation in the Alberta Deep Basin. The company was founded on April 7, 2003 and is headquartered in Calgary, Canada.",1.1682,2003.0,Oil And Gas Production,2291.168,0.0,8.65,2391.984,TSX,10.1200
NVCN,Neovasc Inc,EQUITY,CAD,,0.51,1.8,0.0,26198.4737,Fredericus Antonius Colen,11.3204,85.9224,42.2798,"Neovasc, Inc. engages in the development, manufacture and marketing of medical devices. It focuses on Neovast Tiara and Neovasc Reducer products. The company was founded on November 2, 2000 and is headquartered in Richmond, Canada.",-0.4755,2000.0,Medical Specialties,38.5246,54.0,0.0,83.6519,TSX,0.5700
NVDA,Nvidia CDR (CAD Hedged),EQUITY,CAD,Newly listed,20.51,26.69,0.0,49560.5,Jensen Huang,0.0,0.0,0.0,"NVIDIA Corp. engages in the design and manufacture of computer graphics processors, chipsets, and related multimedia software. It operates through the following segments: Graphics Processing Unit (GPU), Tegra Processor, and All Other. The GPU segment consists of product brands, including GeForce for gamers, Quadro for designers, Tesla and DGX for AI data scientists and big data researchers, and GRID for cloud-based visual computing users. The Tegra Processor segment integrates an entire computer onto a single chip and incorporates GPUs and multi-core CPUs to drive supercomputing for autonomous robots, drones, and cars, as well as for consoles and mobile gaming and entertainment devices. The All Other segment refers to the stock-based compensation expense, corporate infrastructure and support costs, acquisition-related costs, legal settlement costs, and other non-recurring charges. The company was founded by Jen Hsun Huang, Chris A. Malachowsky, and Curtis R. Priem in January 1993 and is headquartered in Santa Clara, CA.",0.0,1993.0,Semiconductors,0.0,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,21.9100
NVEI,Nuvei Corporation,EQUITY,CAD,,54.47,180.0,0.0,436896.3158,Philip Fayer,642.4318,207.6121,63.7111,"Nuvei Corp. engages in the provision of global payment solutions. The firm is a single source provider for mobile commerce and eCommerce payments technology. Its services include payment gateways, security and risk management, recurring and subscription billing, multi-currency pricing, dynamic currency conversion, and ACH payment processing services. The company was founded by Philip Fayer on September 1, 2017 and is headquartered in Montreal, Canada.",0.9189,2017.0,Information Technology Services,10076.616,1368.0,76.71,4364.7769,TSX,70.4900
NVG,Nass Valley Gatewa,EQUITY,CAD,,0.08,0.26,0.0,27041.4737,Michal Semler,0.0,-386.0465,50.0031,"Nass Valley Gateway Ltd. is focused on the sales and distribution of organic, non-GMO, CBD products for pet and human consumption. The firm's CBD products are sold through the retail, wholesale, direct sales, and digital sales channels under the Nass Valley Gardens brand. The company was founded by Melvin Stevens on October 25, 2005 and is headquartered in Vancouver, Canada.",-0.0209,2005.0,Agricultural Commodities Or Milling,28.155,0.0,0.0,1.2464,CSE,0.0900
NVLH,Nevada Lithium Resources Inc.,EQUITY,CAD,,0.225,0.78,0.0,49323.0526,"Stephen Rentschler, MBA",0.0,0.0,0.0,"Nevada Lithium Resources, Inc. is a mineral resource company that engages in the acquiring and exploring mineral resource properties. Its objective is to locate and develop precious and base metals, focusing on the exploration and development of the project, located in Nye County, Nevada. The company was founded on December 17, 2020 and is headquartered in Vancouver, Canada.",0.0,2020.0,Other Metals Or Minerals,12.3892,0.0,0.0,4.5034,CSE,0.2500
NVO,Novo Resources Corp,EQUITY,CAD,,0.96,3.44,0.0,311957.8421,Robert Humphryson,85.623,-331.0861,0.0,"Novo Resources Corp. engages in the evaluation, acquisition, and exploration of natural resource properties with a focus on gold. It projects include Beatons Creek Project, Karratha, and Egina. The company was founded on October 28, 2009 and is headquartered in Vancouver, Canada.",0.0,2009.0,Other Metals Or Minerals,289.4422,0.0,0.0,583.733,TSX,1.1800
NVRO,EnviroGold Global Limited,EQUITY,CAD,,0.21,0.8,0.0,71864.4737,"Mark B Thorpe, PhD",0.0,47.7246,0.0,"EnviroGold Global Ltd. operates as a development stage company. It focuses on investing in entities involved in the acquisition, exploration, and development of extractive industries. The company was founded on March 1, 2005 and is headquartered in Vancouver, Canada.",-0.3492,2005.0,Precious Metals,78.8538,0.0,0.0,8.0299,CSE,0.4300
NVX,NV Gold Corp,EQUITY,CAD,,0.115,0.395,0.0,40598.1053,John Edward Watson,0.0,-69.6884,0.0,"NV Gold Corp. is a junior exploration company. It engages in the identification, acquisition, exploration and development of mineral properties including advanced gold projects. The firm's projects include Slumber Gold, Sandy Gold, Root Spring, Cooks Creek, Frazier Dome, Green Gold, Exodus Gold, and SW Pipe. The company was founded on May 23, 2007 and is headquartered in Vancouver, Canada.",-0.0599,2007.0,Miscellaneous,11.1913,0.0,0.0,6.4022,TSX-V,0.1400
NWC,North West Company Inc,EQUITY,CAD,,32.9,38.38,0.0391,97405.4737,"Daniel G. McConnell, MBA",392.233,23.5525,28.1993,"The North West Co., Inc. engages in the retail of food and everyday products and services to rural communities and urban neighbourhoods. It operates through the Canadian and International segments. The Canadian segment consists of subsidiaries operating retail stores and complimentary businesses to serve northern and western Canada. The International segment includes subsidiaries operating in the continental United States, Caribbean, and South Pacific. The company was founded in 1779 and is headquartered in Winnipeg, Canada.",3.1454,1779.0,Specialty Stores,1786.664,6939.0,11.86,1228.249,TSX,37.3100
NWH.UN,NorthWest Healthcare Properties REIT,EQUITY,CAD,,12.65,14.05,0.057,399803.6316,"Paul Dalla Lana, MBA",2909.151,146.6163,75.6658,"NorthWest Healthcare Properties Real Estate Investment Trust engages in the provision of access to a portfolio of international healthcare real estate infrastructure to investors. It operates through the following geographical segments: Europe, Canada, Brazil, and Australasia. The firm has interests in medical office buildings, clinics, and hospitals. The company was founded by Paul Dalla Lana in January 2010 and is headquartered in Toronto, Canada.",2.1865,2010.0,Real Estate Investment Trusts,3174.2053,0.0,6.42,6674.397,TSX,14.0400
NWST,Northwest Copper Corp,EQUITY,CAD,,0.5,1.1,0.0,145278.7895,Peter David Bell,0.2394,-300.0,0.0,"NorthWest Copper Corp. is a junior mineral exploration company. It is engaged in the acquisition and exploration of mineral properties. The firm's project portfolio includes Kwanika, Atty, UDS, Milligan West, Croy Bloom, Jewel, Nub Mountain, and Generative Exploration, Top Cat, and East Niv. The company was founded on March 5, 1973 and is headquartered in Vancouver, Canada.",-0.0128,1973.0,Other Metals Or Minerals,4.0811,0.0,0.0,97.2257,TSX-V,0.6800
NWX,Newport Exploration Ltd,EQUITY,CAD,,0.34,0.54,0.1505,223445.1053,Ian Terry Rozier,0.0,1.083,0.0,"Newport Exploration Ltd. engages in the acquisition and exploration of resource properties. Its projects include Cooper Basin, Australia; and Chu Chua, Canada. The company was founded on September 19, 1979 and is headquartered in Vancouver, Canada.",0.056,1979.0,Oil And Gas Production,49.0947,0.0,8.3,6.94,TSX-V,0.4650
NXE,NexGen Energy Ltd,EQUITY,CAD,,4.14,8.09,0.0,2075980.8421,"Leigh R. Curyer, CPA, MBA",75.18,6.644,0.0,"NexGen Energy Ltd. engages in the acquisition, exploration, and development of uranium properties. Its uranium project portfolio includes Arrow, South Arrow, Harpoon, Bow, IsoEnergy, SW1, SW2 and SW3 property. The company was founded by Leigh B. Curyer on March 8, 2011 and is headquartered in Vancouver, Canada.",-0.274,2011.0,Other Metals Or Minerals,3398.4001,43.0,0.0,546.563,TSX,7.0900
NXG,Nexgenrx Inc,EQUITY,CAD,,0.265,0.6,0.0,18513.0526,Ronald Campbell Loucks,0.4804,65.896,78.3164,"NexgenRX, Inc. engages in the provision of administrative services only (ASO) (Self-Funded) drug, dental and extended health benefit plans supported by technology. It offers prescription drug claims; dental claims; and claims for extended health benefits, as well as provides a health care spending account that offers an amount of money to an individual to pay for health or dental benefits. The company was founded by Ronald Campbell Loucks on March 13, 2003 and is headquartered in Toronto, Canada.",0.0287,2003.0,Managed Health Care,23.9142,0.0,11.85,27.6107,TSX-V,0.3400
NXH,Next Hydrogen Solutions Inc,EQUITY,CAD,,1.79,10.25,0.0,23185.1579,"Raveel Afzaal, CFA",2.2872,0.0,0.0,"Next Hydrogen Solutions, Inc. engages in developing and producing water electrolysers designed to work effectively with intermittent renewable energy. The company was founded on February 11, 2014 and is headquartered in Mississauga, Canada.",0.0,2014.0,Electronic Equipment Or Instruments,29.0353,27.0,0.0,52.1303,TSX-V,1.9800
NXJ,NexJ Systems Inc,EQUITY,CAD,,0.26,0.71,0.0,35995.4737,Paul O'Donnell,1.235,68.9944,64.2382,"NexJ Systems, Inc. is a software technology company, which engages in the provision customer management solution for the financial services industry. It offers customer relationship management, customer process management, customer data analytics and intelligence, data management consulting, and enterprise application platform products and services. The company was founded by William M. Tatham on July 27, 2001 and is headquartered in Toronto, Canada.",-0.0222,2001.0,Information Technology Services,9.6062,100.0,0.0,15.684,TSX,0.4500
